"","Pair.Name","Ligand","Ligand.Name","Receptor","Receptor.Name","complex_pair","partner_a","partner_b","source","target","source_genesymbol","target_genesymbol","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","sources","references","curation_effort","n_references","n_resources","annotation_strategy","db","dup"
"5244","PTPN6_CD300LF","PTPN6","protein tyrosine phosphatase non-receptor type 6","CD300LF","CD300 molecule like family member f",NA,"P29350","Q8TDQ1","P29350","Q8TDQ1","PTPN6","CD300LF",1,0,0,0,0,0,"CellTalkDB;Cellinker;HPRD","CellTalkDB:15549731;Cellinker:15549731;HPRD:14662855;HPRD:15184070;HPRD:15549731",5,3,3,"LR","both","CD300LF_PTPN6"
"5245","PTPN6_CLEC12A","PTPN6","protein tyrosine phosphatase non-receptor type 6","CLEC12A","C-type lectin domain family 12 member A",NA,"P29350","Q5QGZ9","P29350","Q5QGZ9","PTPN6","CLEC12A",1,0,0,0,0,0,"CellTalkDB","CellTalkDB:28606940",1,1,1,"LR","both","CLEC12A_PTPN6"
"5246","PTPN6_EGFR","PTPN6","protein tyrosine phosphatase non-receptor type 6","EGFR","epidermal growth factor receptor",NA,"P29350","P00533","P29350","P00533","PTPN6","EGFR",1,1,1,1,0,1,"CancerCellMap;Cellinker;DEPOD;HPRD;HPRD-phos;NetPath;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang","CancerCellMap:7518460;CancerCellMap:7673163;Cellinker:9733788;DEPOD:9038217;HPRD-phos:9733788;HPRD:9733788;NetPath:7673163;ProtMapper:9733788;SIGNOR:9733788",9,4,9,"LR","both","EGFR_PTPN6"
"5247","PTPN6_FCRL4","PTPN6","protein tyrosine phosphatase non-receptor type 6","FCRL4","Fc receptor like 4",NA,"P29350","Q96PJ5","P29350","Q96PJ5","PTPN6","FCRL4",1,0,0,0,0,0,"CellTalkDB","CellTalkDB:21908428",1,1,1,"LR","both","FCRL4_PTPN6"
"5248","PTPRC_DPP4","PTPRC","protein tyrosine phosphatase receptor type C","DPP4","dipeptidyl peptidase 4",NA,"P08575","P27487","P08575","P27487","PTPRC","DPP4",1,0,0,0,0,0,"Cellinker;DIP;HPRD","Cellinker:26671446;DIP:1680916;HPRD:1680916",3,2,3,"LR","LR","DPP4_PTPRC"
"5249","PTPRD_FAM187B","PTPRD","protein tyrosine phosphatase receptor type D","FAM187B","family with sequence similarity 187 member B",NA,"P23468","Q17R55","P23468","Q17R55","PTPRD","FAM187B",1,0,0,0,0,0,"Cellinker","Cellinker:32589946",1,1,1,"LR","LR","FAM187B_PTPRD"
"5250","PTPRD_IL1RAP","PTPRD","protein tyrosine phosphatase receptor type D","IL1RAP","interleukin 1 receptor accessory protein",NA,"P23468","Q9NPH3","P23468","Q9NPH3","PTPRD","IL1RAP",1,0,0,0,0,0,"Cellinker;Wojtowicz2020","Cellinker:32822567",1,1,2,"LR","LR","IL1RAP_PTPRD"
"5251","PTPRD_IL1RAPL2","PTPRD","protein tyrosine phosphatase receptor type D","IL1RAPL2","interleukin 1 receptor accessory protein like 2",NA,"P23468","Q9NP60","P23468","Q9NP60","PTPRD","IL1RAPL2",1,0,0,0,0,0,"Cellinker;Wojtowicz2020","Cellinker:32822567",1,1,2,"LR","LR","IL1RAPL2_PTPRD"
"5252","PTPRD_LRFN1","PTPRD","protein tyrosine phosphatase receptor type D","LRFN1","leucine rich repeat and fibronectin type III domain containing 1",NA,"P23468","Q9P244","P23468","Q9P244","PTPRD","LRFN1",1,0,0,0,0,0,"Cellinker;Wojtowicz2020","Cellinker:32822567",1,1,2,"LR","LR","LRFN1_PTPRD"
"5253","PTPRD_LRFN4","PTPRD","protein tyrosine phosphatase receptor type D","LRFN4","leucine rich repeat and fibronectin type III domain containing 4",NA,"P23468","Q6PJG9","P23468","Q6PJG9","PTPRD","LRFN4",1,0,0,0,0,0,"Cellinker;Wojtowicz2020","Cellinker:32822567",1,1,2,"LR","LR","LRFN4_PTPRD"
"5254","PTPRD_LRFN5","PTPRD","protein tyrosine phosphatase receptor type D","LRFN5","leucine rich repeat and fibronectin type III domain containing 5",NA,"P23468","Q96NI6","P23468","Q96NI6","PTPRD","LRFN5",1,0,0,0,0,0,"Cellinker;Wojtowicz2020","Cellinker:32822567",1,1,2,"LR","LR","LRFN5_PTPRD"
"5255","PTPRD_LRIT2","PTPRD","protein tyrosine phosphatase receptor type D","LRIT2","leucine rich repeat, Ig-like and transmembrane domains 2",NA,"P23468","A6NDA9","P23468","A6NDA9","PTPRD","LRIT2",1,0,0,0,0,0,"Cellinker","Cellinker:32589946",1,1,1,"LR","LR","LRIT2_PTPRD"
"5256","PTPRD_SIRPG","PTPRD","protein tyrosine phosphatase receptor type D","SIRPG","signal regulatory protein gamma",NA,"P23468","Q9P1W8","P23468","Q9P1W8","PTPRD","SIRPG",1,0,0,0,0,0,"Cellinker","Cellinker:32589946",1,1,1,"LR","LR","SIRPG_PTPRD"
"5257","PTPRD_SLITRK4","PTPRD","protein tyrosine phosphatase receptor type D","SLITRK4","SLIT and NTRK like family member 4",NA,"P23468","Q8IW52","P23468","Q8IW52","PTPRD","SLITRK4",1,0,0,0,0,0,"Cellinker","Cellinker:32589946",1,1,1,"LR","LR","SLITRK4_PTPRD"
"5258","PTPRD_SLITRK6","PTPRD","protein tyrosine phosphatase receptor type D","SLITRK6","SLIT and NTRK like family member 6",NA,"P23468","Q9H5Y7","P23468","Q9H5Y7","PTPRD","SLITRK6",1,0,0,0,0,0,"Cellinker","Cellinker:32589946",1,1,1,"LR","LR","SLITRK6_PTPRD"
"5259","PTPRF_IL1RAP","PTPRF","protein tyrosine phosphatase receptor type F","IL1RAP","interleukin 1 receptor accessory protein",NA,"P10586","Q9NPH3","P10586","Q9NPH3","PTPRF","IL1RAP",1,0,0,0,0,0,"Cellinker;Wojtowicz2020","Cellinker:32822567",1,1,2,"LR","LR","IL1RAP_PTPRF"
"5260","PTPRF_INSR","PTPRF","protein tyrosine phosphatase receptor type F","INSR","insulin receptor",NA,"P10586","P06213","P10586","P06213","PTPRF","INSR",1,1,1,1,1,0,"Adhesome;CellChatDB-cofactors;DEPOD;HPRD;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Wang","Adhesome:10592173;Adhesome:11158333;Adhesome:1321126;DEPOD:11158333;DEPOD:1321126;DEPOD:7852302;DEPOD:8732688;DEPOD:8995282;HPRD:11158333;HPRD:1321126;HPRD:15588985;ProtMapper:10734133;ProtMapper:1303753;SIGNOR:10734133;SIGNOR:1303753;SignaLink3:11158333;SignaLink3:1321126;SignaLink3:15588985;SignaLink3:19910497;SignaLink3:23331499",20,11,8,"LR","LR","INSR_PTPRF"
"5261","PTPRF_LRFN1","PTPRF","protein tyrosine phosphatase receptor type F","LRFN1","leucine rich repeat and fibronectin type III domain containing 1",NA,"P10586","Q9P244","P10586","Q9P244","PTPRF","LRFN1",1,0,0,0,0,0,"Cellinker;Wojtowicz2020","Cellinker:32822567",1,1,2,"LR","LR","LRFN1_PTPRF"
"5262","PTPRF_LRFN4","PTPRF","protein tyrosine phosphatase receptor type F","LRFN4","leucine rich repeat and fibronectin type III domain containing 4",NA,"P10586","Q6PJG9","P10586","Q6PJG9","PTPRF","LRFN4",1,0,0,0,0,0,"Cellinker;Wojtowicz2020","Cellinker:32822567",1,1,2,"LR","LR","LRFN4_PTPRF"
"5263","PTPRF_LRFN5","PTPRF","protein tyrosine phosphatase receptor type F","LRFN5","leucine rich repeat and fibronectin type III domain containing 5",NA,"P10586","Q96NI6","P10586","Q96NI6","PTPRF","LRFN5",1,0,0,0,0,0,"Cellinker;Wojtowicz2020","Cellinker:32822567",1,1,2,"LR","LR","LRFN5_PTPRF"
"5264","PTPRF_SIRPB1","PTPRF","protein tyrosine phosphatase receptor type F","SIRPB1","signal regulatory protein beta 1",NA,"P10586","O00241","P10586","Q5TFQ8","PTPRF","SIRPB1",1,0,0,0,0,0,"Cellinker;Wojtowicz2020","Cellinker:32822567",1,1,2,"LR","LR","SIRPB1_PTPRF"
"5265","PTPRG_IL1RAPL1","PTPRG","protein tyrosine phosphatase receptor type G","IL1RAPL1","interleukin 1 receptor accessory protein like 1",NA,"P23470","Q9NZN1","P23470","Q9NZN1","PTPRG","IL1RAPL1",1,0,0,0,0,0,"Cellinker","Cellinker:32589946",1,1,1,"LR","LR","IL1RAPL1_PTPRG"
"5266","PTPRM_SIGLEC10","PTPRM","protein tyrosine phosphatase receptor type M","SIGLEC10","sialic acid binding Ig like lectin 10",NA,"P28827","Q96LC7","P28827","Q96LC7","PTPRM","SIGLEC10",1,0,0,0,0,0,"Cellinker","Cellinker:32589946",1,1,1,"LR","LR","SIGLEC10_PTPRM"
"5267","PTPRO_CD300C","PTPRO","protein tyrosine phosphatase receptor type O","CD300C","CD300c molecule",NA,"Q16827","Q08708","Q16827","Q08708","PTPRO","CD300C",1,0,0,0,0,0,"Cellinker","Cellinker:32589946",1,1,1,"LR","LR","CD300C_PTPRO"
"5268","PTPRO_ERBB2","PTPRO","protein tyrosine phosphatase receptor type O","ERBB2","erb-b2 receptor tyrosine kinase 2",NA,"Q16827","P04626","Q16827","P04626","PTPRO","ERBB2",1,0,0,0,0,0,"Cellinker","Cellinker:27345410",1,1,1,"LR","LR","ERBB2_PTPRO"
"5269","PTPRO_SIGLEC7","PTPRO","protein tyrosine phosphatase receptor type O","SIGLEC7","sialic acid binding Ig like lectin 7",NA,"Q16827","Q9Y286","Q16827","Q9Y286","PTPRO","SIGLEC7",1,0,0,0,0,0,"Cellinker","Cellinker:32589946",1,1,1,"LR","LR","SIGLEC7_PTPRO"
"5270","PTPRO_SIGLEC8","PTPRO","protein tyrosine phosphatase receptor type O","SIGLEC8","sialic acid binding Ig like lectin 8",NA,"Q16827","Q9NYZ4","Q16827","Q9NYZ4","PTPRO","SIGLEC8",1,0,0,0,0,0,"Cellinker","Cellinker:32589946",1,1,1,"LR","LR","SIGLEC8_PTPRO"
"5271","PTPRS_IL1RAP","PTPRS","protein tyrosine phosphatase receptor type S","IL1RAP","interleukin 1 receptor accessory protein",NA,"Q13332","Q9NPH3","Q13332","Q9NPH3","PTPRS","IL1RAP",1,0,0,0,0,0,"Cellinker;Wojtowicz2020","Cellinker:32822567",1,1,2,"LR","LR","IL1RAP_PTPRS"
"5272","PTPRS_IL1RAPL2","PTPRS","protein tyrosine phosphatase receptor type S","IL1RAPL2","interleukin 1 receptor accessory protein like 2",NA,"Q13332","Q9NP60","Q13332","Q9NP60","PTPRS","IL1RAPL2",1,0,0,0,0,0,"Cellinker;Wojtowicz2020","Cellinker:32822567",1,1,2,"LR","LR","IL1RAPL2_PTPRS"
"5273","PTPRS_LRFN1","PTPRS","protein tyrosine phosphatase receptor type S","LRFN1","leucine rich repeat and fibronectin type III domain containing 1",NA,"Q13332","Q9P244","Q13332","Q9P244","PTPRS","LRFN1",1,0,0,0,0,0,"Cellinker;Wojtowicz2020","Cellinker:32822567",1,1,2,"LR","LR","LRFN1_PTPRS"
"5274","PTPRS_LRFN4","PTPRS","protein tyrosine phosphatase receptor type S","LRFN4","leucine rich repeat and fibronectin type III domain containing 4",NA,"Q13332","Q6PJG9","Q13332","Q6PJG9","PTPRS","LRFN4",1,0,0,0,0,0,"Cellinker;Wojtowicz2020","Cellinker:32822567",1,1,2,"LR","LR","LRFN4_PTPRS"
"5275","PTPRS_LRFN5","PTPRS","protein tyrosine phosphatase receptor type S","LRFN5","leucine rich repeat and fibronectin type III domain containing 5",NA,"Q13332","Q96NI6","Q13332","Q96NI6","PTPRS","LRFN5",1,0,0,0,0,0,"Cellinker;Wojtowicz2020","Cellinker:32822567",1,1,2,"LR","LR","LRFN5_PTPRS"
"5276","PTPRS_SLITRK4","PTPRS","protein tyrosine phosphatase receptor type S","SLITRK4","SLIT and NTRK like family member 4",NA,"Q13332","Q8IW52","Q13332","Q8IW52","PTPRS","SLITRK4",1,0,0,0,0,0,"Cellinker","Cellinker:32589946",1,1,1,"LR","LR","SLITRK4_PTPRS"
"5277","PVR_KIR2DL5A","PVR","PVR cell adhesion molecule","KIR2DL5A","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A",NA,"P15151","Q8N109","P15151","Q8N109","PVR","KIR2DL5A",1,0,0,0,0,0,"Cellinker;Wojtowicz2020","Cellinker:32822567",1,1,2,"LR","LR","KIR2DL5A_PVR"
"5278","PVR_NECTIN4","PVR","PVR cell adhesion molecule","NECTIN4","nectin cell adhesion molecule 4",NA,"P15151","Q96NY8","P15151","Q96NY8","PVR","NECTIN4",1,0,0,0,0,0,"Cellinker","Cellinker:32589946",1,1,1,"LR","LR","NECTIN4_PVR"
"5279","PVR_PVRIG","PVR","PVR cell adhesion molecule","PVRIG","PVR related immunoglobulin domain containing",NA,"P15151","Q6DKI7","P15151","Q6DKI7","PVR","PVRIG",1,0,0,0,0,0,"ICELLNET;connectomeDB2020","connectomeDB2020:30659055",1,1,2,"LR","both","PVRIG_PVR"
"5280","PYY_ADRA2A","PYY","peptide YY","ADRA2A","adrenoceptor alpha 2A",NA,"P10082","P08913","P10082","P08913","PYY","ADRA2A",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115",1,1,2,"LR","both","ADRA2A_PYY"
"5281","PYY_DPP4","PYY","peptide YY","DPP4","dipeptidyl peptidase 4",NA,"P10082","P27487","P10082","P27487","PYY","DPP4",1,0,0,0,0,0,"CellPhoneDB;CellTalkDB;Cellinker;InnateDB-All_CellPhoneDB;MINT_CellPhoneDB","CellTalkDB:30759373;Cellinker:21314817",2,2,3,"LR","both","DPP4_PYY"
"5282","PYY_FAP","PYY","peptide YY","FAP","fibroblast activation protein alpha",NA,"P10082","Q12884","P10082","Q12884","PYY","FAP",1,0,0,0,0,0,"Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","CellTalkDB:21314817;Cellinker:21314817;LRdb:21314817;Ramilowski2015:21314817;connectomeDB2020:21314817;talklr:21314817",6,1,9,"LR","both","FAP_PYY"
"5283","PYY_GPR83","PYY","peptide YY","GPR83","G protein-coupled receptor 83",NA,"P10082","Q9NYM4","P10082","Q9NYM4","PYY","GPR83",1,0,0,0,0,0,"CellChatDB",NA,0,0,1,"LR","LR","GPR83_PYY"
"5284","PYY_GRM7","PYY","peptide YY","GRM7","glutamate metabotropic receptor 7",NA,"P10082","Q14831","P10082","Q14831","PYY","GRM7",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115",1,1,2,"LR","both","GRM7_PYY"
"5285","PYY_MTNR1A","PYY","peptide YY","MTNR1A","melatonin receptor 1A",NA,"P10082","P48039","P10082","P48039","PYY","MTNR1A",1,0,0,0,0,0,"CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115",1,1,2,"LR","both","MTNR1A_PYY"
"5286","PYY_NPY1R","PYY","peptide YY","NPY1R","neuropeptide Y receptor Y1",NA,"P10082","P25929","P10082","P25929","PYY","NPY1R",1,1,0,1,1,0,"Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:954976112665544;CellTalkDB:9549761;Cellinker:12665544;Cellinker:9549761;HPRD:12665544;LRdb:127;LRdb:9549761;connectomeDB2020:12665544;connectomeDB2020:9549761",9,4,14,"LR","both","NPY1R_PYY"
"5287","PYY_NPY2R","PYY","peptide YY","NPY2R","neuropeptide Y receptor Y2",NA,"P10082","P49146","P10082","P49146","PYY","NPY2R",1,1,0,1,1,0,"Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:11408607;Baccin2019:7592910;Baccin2019:8632753;CellTalkDB:8632753;Cellinker:11408607;Cellinker:7592910;Cellinker:8632753;Guide2Pharma:7592910;Guide2Pharma:8632753;HPRD:11408607;LRdb:11408607;LRdb:7592910;LRdb:8632753;connectomeDB2020:11408607;connectomeDB2020:7592910;connectomeDB2020:8632753;scConnect:7592910;scConnect:8632753",18,3,14,"LR","both","NPY2R_PYY"
"5288","PYY_NPY4R","PYY","peptide YY","NPY4R","neuropeptide Y receptor Y4",NA,"P10082","P50391","P10082","P50391","PYY","NPY4R",1,1,0,1,1,0,"CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","CellTalkDB:7592911;Cellinker:7493937;Cellinker:7592911;Guide2Pharma:7493937;HPRD:7493937;LRdb:749;LRdb:7592911;SIGNOR:7592911;connectomeDB2020:7493937;connectomeDB2020:7592911;scConnect:7493937",11,3,14,"LR","both","NPY4R_PYY"
"5289","PYY_NPY5R","PYY","peptide YY","NPY5R","neuropeptide Y receptor Y5",NA,"P10082","Q15761","P10082","Q15761","PYY","NPY5R",1,1,0,1,1,0,"Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:1182564512665540;CellTalkDB:11825645;Cellinker:11825645;Cellinker:12665544;HPRD:12665544;LRdb:11825645;LRdb:13;SIGNOR:11825645;connectomeDB2020:11825645;connectomeDB2020:12665544",10,4,14,"LR","both","NPY5R_PYY"
"5290","PYY_NPY6R","PYY","peptide YY","NPY6R","neuropeptide Y receptor Y6 (pseudogene)",NA,"P10082","Q99463","P10082","Q99463","PYY","NPY6R",1,0,0,0,0,0,"CellChatDB",NA,0,0,1,"LR","LR","NPY6R_PYY"
"5291","QDPR_DYSF","QDPR","quinoid dihydropteridine reductase","DYSF","dysferlin",NA,"P09417","O75923","P09417","O75923","QDPR","DYSF",1,0,0,0,0,0,"CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:32196115",1,1,5,"LR","both","DYSF_QDPR"
"5292","QRFP_P2RY14","QRFP","pyroglutamylated RFamide peptide","P2RY14","purinergic receptor P2Y14",NA,"P83859","Q15391","P83859","Q15391","QRFP","P2RY14",1,1,0,1,1,0,"Baccin2019;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:12714592;Cellinker:12714592;LRdb:12714592;connectomeDB2020:12714592",4,1,9,"LR","both","P2RY14_QRFP"
"5293","QRFP_QRFPR","QRFP","pyroglutamylated RFamide peptide","QRFPR","pyroglutamylated RFamide peptide receptor",NA,"P83859","Q96P65","P83859","Q96P65","QRFP","QRFPR",1,1,0,1,1,0,"Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:12714592;Baccin2019:16500002;Baccin2019:23396314;CellChatDB:25386115;CellTalkDB:12714592;Cellinker:12714592;Cellinker:16500002;Cellinker:23396314;Cellinker:25386115;Guide2Pharma:12714592;Guide2Pharma:14657341;Guide2Pharma:16500002;Guide2Pharma:23396314;LRdb:12714592;LRdb:16500002;LRdb:23396314;connectomeDB2020:12714592;connectomeDB2020:16500002;connectomeDB2020:23396314;scConnect:12714592;scConnect:14657341;scConnect:16500002;scConnect:23396314",23,5,13,"LR","both","QRFPR_QRFP"
"5294","RARRES1_NRP2","RARRES1","retinoic acid receptor responder 1","NRP2","neuropilin 2",NA,"P49788","O60462","P49788","O60462","RARRES1","NRP2",1,0,0,0,0,0,"Cellinker","Cellinker:32589946",1,1,1,"LR","both","NRP2_RARRES1"
"5295","RARRES2_CCRL2","RARRES2","retinoic acid receptor responder 2","CCRL2","C-C motif chemokine receptor like 2",NA,"Q99969","O00421","Q99969","O00421","RARRES2","CCRL2",1,0,0,0,0,0,"Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr","Baccin2019:24671882;CellTalkDB:18794339;Cellinker:18794339;LRdb:18794339;Ramilowski2015:18794339;connectomeDB2020:18794339;talklr:18794339",7,2,9,"LR","both","CCRL2_RARRES2"
"5296","RARRES2_CMKLR1","RARRES2","retinoic acid receptor responder 2","CMKLR1","chemerin chemokine-like receptor 1",NA,"Q99969","Q99788","Q99969","Q99788","RARRES2","CMKLR1",1,1,0,1,1,0,"Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:14530373;Baccin2019:14675762;Baccin2019:14701797;Baccin2019:18165312;Baccin2019:23396314;CellChatDB:24671882;CellTalkDB:14675762;Cellinker:14530373;Cellinker:14675762;Cellinker:14701797;Cellinker:18165312;Cellinker:23396314;Cellinker:24671882;Guide2Pharma:14530373;Guide2Pharma:14701797;Guide2Pharma:18165312;Guide2Pharma:23396314;HPMR:14675762;HPMR:14701797;LRdb:14530373;LRdb:14675762;LRdb:14701797;LRdb:18165312;LRdb:23396314;connectomeDB2020:14530373;connectomeDB2020:14675762;connectomeDB2020:14701797;connectomeDB2020:18165312;connectomeDB2020:23396314;scConnect:14530373;scConnect:14701797;scConnect:18165312;scConnect:23396314;scConnect:25437209",34,7,15,"LR","both","CMKLR1_RARRES2"
"5297","RARRES2_CMKLR2","RARRES2","retinoic acid receptor responder 2","CMKLR2","chemerin chemokine-like receptor 2",NA,"Q99969","P46091","Q99969","P46091","RARRES2","CMKLR2",1,1,0,1,1,0,"Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:18165312;Baccin2019:23396314;CellChatDB:24671882;CellTalkDB:18165312;Cellinker:18165312;Cellinker:23396314;Cellinker:24671882;Guide2Pharma:18165312;Guide2Pharma:23396314;LRdb:18165312;LRdb:23;connectomeDB2020:18165312;connectomeDB2020:23396314;scConnect:18165312;scConnect:23396314",15,4,13,"LR","both","CMKLR2_RARRES2"
"5298","RBP3_NOTCH1","RBP3","retinol binding protein 3","NOTCH1","notch receptor 1",NA,"P10745","P46531","P10745","P46531","RBP3","NOTCH1",1,0,0,0,0,0,"Baccin2019;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","Baccin2019:11511084;HPRD:11511084;LRdb:11511084;connectomeDB2020:11511084",4,1,8,"LR","both","NOTCH1_RBP3"
"5299","RBP4_STRA6","RBP4","retinol binding protein 4","STRA6","signaling receptor and transporter of retinol STRA6",NA,"P02753","Q9BX79","P02753","Q9BX79","RBP4","STRA6",1,0,0,0,0,0,"Baccin2019;CellTalkDB;Cellinker;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr","CellTalkDB:23959802;Cellinker:23959802;LRdb:23959802;Ramilowski2015:23959802;connectomeDB2020:23959802;talklr:23959802",6,1,8,"LR","both","STRA6_RBP4"
"5300","RECK_TIGIT","RECK","reversion inducing cysteine rich protein with kazal motifs","TIGIT","T cell immunoreceptor with Ig and ITIM domains",NA,"O95980","Q495A1","O95980","Q495A1","RECK","TIGIT",1,0,0,0,0,0,"Cellinker","Cellinker:32589946",1,1,1,"LR","LR","TIGIT_RECK"
"5301","RELN_ITGA3","RELN","reelin","ITGA3","integrin subunit alpha 3",NA,"P78509","P26006","P78509","P26006","RELN","ITGA3",1,1,0,1,1,0,"CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr","HPMR:10939329;LRdb:10939329;connectomeDB2020:10939329",3,1,9,"LR","both","ITGA3_RELN"
"5302","RELN_ITGB1","RELN","reelin","ITGB1","integrin subunit beta 1",NA,"P78509","P05556","P78509","P05556","RELN","ITGB1",1,0,1,1,0,1,"CA1;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CA1:10725376;CA1:10939329;CellTalkDB:10939329;HPMR:10939329;LRdb:10939329;connectomeDB2020:10939329",6,2,9,"LR","both","ITGB1_RELN"
"5303","RELN_LRP8","RELN","reelin","LRP8","LDL receptor related protein 8",NA,"P78509","Q14114","P78509","Q14114","RELN","LRP8",1,1,0,1,1,0,"AlzPathway;Baccin2019;BioGRID;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","AlzPathway:16504486;Baccin2019:10571240;Baccin2019:12167620;Baccin2019:12670700;Baccin2019:12899622;BioGRID:23951306;BioGRID:28446613;CellTalkDB:12899622;Cellinker:10571240;Cellinker:12167620;Cellinker:12670700;Cellinker:12899622;HPRD:10571240;HPRD:12167620;HPRD:12670700;HPRD:12899622;LRdb:10571240;LRdb:12167620;LRdb:12670700;LRdb:12899622;connectomeDB2020:10571240;connectomeDB2020:12167620;connectomeDB2020:12670700;connectomeDB2020:12899622",24,7,13,"LR","both","LRP8_RELN"
