"","True_LR","Pair.Name","Ligand","Ligand.Name","Receptor","Receptor.Name","complex_pair","source","target","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","sources","references","curation_effort","n_references","n_resources","annotation_strategy"
"6635",FALSE,"Rspo3_Wnt4","Rspo3","R-spondin 3","Wnt4","Wnt family member 4",NA,"Q9BXY4","P56705",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6636",FALSE,"Rspo1_Wnt4","Rspo1","R-spondin 1","Wnt4","Wnt family member 4",NA,"Q2MKA7","P56705",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6637",FALSE,"Rspo4_Wnt4","Rspo4","R-spondin 4","Wnt4","Wnt family member 4",NA,"Q2I0M5","P56705",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6638",FALSE,"Rspo2_Wnt4","Rspo2","R-spondin 2","Wnt4","Wnt family member 4",NA,"Q6UXX9","P56705",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6639",FALSE,"Sfrp5_Wnt4","Sfrp5","secreted frizzled related protein 5","Wnt4","Wnt family member 4",NA,"Q5T4F7","P56705",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6640",FALSE,"Dkk1_Wnt4","Dkk1","dickkopf WNT signaling pathway inhibitor 1","Wnt4","Wnt family member 4",NA,"O94907","P56705",1,0,1,1,0,1,"ACSN;CellChatDB-cofactors","ACSN:11448771;ACSN:17804805;ACSN:22807036",3,3,2,"LR"
"6641",FALSE,"Sostdc1_Wnt4","Sostdc1","sclerostin domain containing 1","Wnt4","Wnt family member 4",NA,"Q6X4U4","P56705",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6642",FALSE,"Notum_Wnt4","Notum","notum, palmitoleoyl-protein carboxylesterase","Wnt4","Wnt family member 4",NA,"Q6P988","P56705",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6643",FALSE,"Serpinf1_Wnt4","Serpinf1","serpin family F member 1","Wnt4","Wnt family member 4",NA,"P36955","P56705",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6644",FALSE,"Sfrp4_Wnt4","Sfrp4","secreted frizzled related protein 4","Wnt4","Wnt family member 4",NA,"Q6FHJ7","P56705",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6645",FALSE,"Dkk2_Wnt4","Dkk2","dickkopf WNT signaling pathway inhibitor 2","Wnt4","Wnt family member 4",NA,"Q9UBU2","P56705",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6646",FALSE,"Dkk4_Wnt4","Dkk4","dickkopf WNT signaling pathway inhibitor 4","Wnt4","Wnt family member 4",NA,"Q9UBT3","P56705",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6647",FALSE,"Frzb_Wnt4","Frzb","frizzled related protein","Wnt4","Wnt family member 4",NA,"Q92765","P56705",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6648",FALSE,"Draxin_Wnt4","Draxin","dorsal inhibitory axon guidance protein","Wnt4","Wnt family member 4",NA,"Q8NBI3","P56705",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6649",FALSE,"Sost_Wnt4","Sost","sclerostin","Wnt4","Wnt family member 4",NA,"Q9BQB4","P56705",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6650",FALSE,"Igfbp4_Wnt4","Igfbp4","insulin like growth factor binding protein 4","Wnt4","Wnt family member 4",NA,"P22692","P56705",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6651",FALSE,"Cer1_Wnt4","Cer1","cerberus 1, DAN family BMP antagonist","Wnt4","Wnt family member 4",NA,"O95813","P56705",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6652",FALSE,"Rspo3_Wnt6","Rspo3","R-spondin 3","Wnt6","Wnt family member 6",NA,"Q9BXY4","Q9Y6F9",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6653",FALSE,"Rspo1_Wnt6","Rspo1","R-spondin 1","Wnt6","Wnt family member 6",NA,"Q2MKA7","Q9Y6F9",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6654",FALSE,"Rspo4_Wnt6","Rspo4","R-spondin 4","Wnt6","Wnt family member 6",NA,"Q2I0M5","Q9Y6F9",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6655",FALSE,"Rspo2_Wnt6","Rspo2","R-spondin 2","Wnt6","Wnt family member 6",NA,"Q6UXX9","Q9Y6F9",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6656",FALSE,"Sfrp5_Wnt6","Sfrp5","secreted frizzled related protein 5","Wnt6","Wnt family member 6",NA,"Q5T4F7","Q9Y6F9",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6657",FALSE,"Sfrp2_Wnt6","Sfrp2","secreted frizzled related protein 2","Wnt6","Wnt family member 6",NA,"Q96HF1","Q9Y6F9",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6658",FALSE,"Dkk1_Wnt6","Dkk1","dickkopf WNT signaling pathway inhibitor 1","Wnt6","Wnt family member 6",NA,"O94907","Q9Y6F9",1,0,1,1,0,1,"ACSN;CellChatDB-cofactors","ACSN:11448771;ACSN:17804805;ACSN:22807036",3,3,2,"LR"
"6659",FALSE,"Sostdc1_Wnt6","Sostdc1","sclerostin domain containing 1","Wnt6","Wnt family member 6",NA,"Q6X4U4","Q9Y6F9",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6660",FALSE,"Notum_Wnt6","Notum","notum, palmitoleoyl-protein carboxylesterase","Wnt6","Wnt family member 6",NA,"Q6P988","Q9Y6F9",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6661",FALSE,"Serpinf1_Wnt6","Serpinf1","serpin family F member 1","Wnt6","Wnt family member 6",NA,"P36955","Q9Y6F9",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6662",FALSE,"Sfrp4_Wnt6","Sfrp4","secreted frizzled related protein 4","Wnt6","Wnt family member 6",NA,"Q6FHJ7","Q9Y6F9",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6663",FALSE,"Dkk2_Wnt6","Dkk2","dickkopf WNT signaling pathway inhibitor 2","Wnt6","Wnt family member 6",NA,"Q9UBU2","Q9Y6F9",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6664",FALSE,"Dkk4_Wnt6","Dkk4","dickkopf WNT signaling pathway inhibitor 4","Wnt6","Wnt family member 6",NA,"Q9UBT3","Q9Y6F9",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6665",FALSE,"Wif1_Wnt6","Wif1","WNT inhibitory factor 1","Wnt6","Wnt family member 6",NA,"Q9Y5W5","Q9Y6F9",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6666",FALSE,"Frzb_Wnt6","Frzb","frizzled related protein","Wnt6","Wnt family member 6",NA,"Q92765","Q9Y6F9",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6667",FALSE,"Draxin_Wnt6","Draxin","dorsal inhibitory axon guidance protein","Wnt6","Wnt family member 6",NA,"Q8NBI3","Q9Y6F9",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6668",FALSE,"Sost_Wnt6","Sost","sclerostin","Wnt6","Wnt family member 6",NA,"Q9BQB4","Q9Y6F9",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6669",FALSE,"Igfbp4_Wnt6","Igfbp4","insulin like growth factor binding protein 4","Wnt6","Wnt family member 6",NA,"P22692","Q9Y6F9",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6670",FALSE,"Cer1_Wnt6","Cer1","cerberus 1, DAN family BMP antagonist","Wnt6","Wnt family member 6",NA,"O95813","Q9Y6F9",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6671",FALSE,"Rspo3_Wnt7a","Rspo3","R-spondin 3","Wnt7a","Wnt family member 7A",NA,"Q9BXY4","O00755",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6672",FALSE,"Rspo1_Wnt7a","Rspo1","R-spondin 1","Wnt7a","Wnt family member 7A",NA,"Q2MKA7","O00755",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6673",FALSE,"Rspo4_Wnt7a","Rspo4","R-spondin 4","Wnt7a","Wnt family member 7A",NA,"Q2I0M5","O00755",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6674",FALSE,"Rspo2_Wnt7a","Rspo2","R-spondin 2","Wnt7a","Wnt family member 7A",NA,"Q6UXX9","O00755",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6675",FALSE,"Sfrp5_Wnt7a","Sfrp5","secreted frizzled related protein 5","Wnt7a","Wnt family member 7A",NA,"Q5T4F7","O00755",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6676",FALSE,"Sfrp2_Wnt7a","Sfrp2","secreted frizzled related protein 2","Wnt7a","Wnt family member 7A",NA,"Q96HF1","O00755",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6677",FALSE,"Dkk1_Wnt7a","Dkk1","dickkopf WNT signaling pathway inhibitor 1","Wnt7a","Wnt family member 7A",NA,"O94907","O00755",1,0,1,1,0,1,"ACSN;CellChatDB-cofactors","ACSN:11448771;ACSN:17804805;ACSN:22807036",3,3,2,"LR"
"6678",FALSE,"Sostdc1_Wnt7a","Sostdc1","sclerostin domain containing 1","Wnt7a","Wnt family member 7A",NA,"Q6X4U4","O00755",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6679",FALSE,"Serpinf1_Wnt7a","Serpinf1","serpin family F member 1","Wnt7a","Wnt family member 7A",NA,"P36955","O00755",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6680",FALSE,"Dkk2_Wnt7a","Dkk2","dickkopf WNT signaling pathway inhibitor 2","Wnt7a","Wnt family member 7A",NA,"Q9UBU2","O00755",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6681",FALSE,"Dkk4_Wnt7a","Dkk4","dickkopf WNT signaling pathway inhibitor 4","Wnt7a","Wnt family member 7A",NA,"Q9UBT3","O00755",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6682",FALSE,"Frzb_Wnt7a","Frzb","frizzled related protein","Wnt7a","Wnt family member 7A",NA,"Q92765","O00755",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6683",FALSE,"Draxin_Wnt7a","Draxin","dorsal inhibitory axon guidance protein","Wnt7a","Wnt family member 7A",NA,"Q8NBI3","O00755",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6684",FALSE,"Sost_Wnt7a","Sost","sclerostin","Wnt7a","Wnt family member 7A",NA,"Q9BQB4","O00755",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6685",FALSE,"Igfbp4_Wnt7a","Igfbp4","insulin like growth factor binding protein 4","Wnt7a","Wnt family member 7A",NA,"P22692","O00755",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6686",FALSE,"Cer1_Wnt7a","Cer1","cerberus 1, DAN family BMP antagonist","Wnt7a","Wnt family member 7A",NA,"O95813","O00755",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6687",FALSE,"Rspo3_Wnt7b","Rspo3","R-spondin 3","Wnt7b","Wnt family member 7B",NA,"Q9BXY4","P56706",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6688",FALSE,"Rspo1_Wnt7b","Rspo1","R-spondin 1","Wnt7b","Wnt family member 7B",NA,"Q2MKA7","P56706",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6689",FALSE,"Rspo4_Wnt7b","Rspo4","R-spondin 4","Wnt7b","Wnt family member 7B",NA,"Q2I0M5","P56706",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6690",FALSE,"Rspo2_Wnt7b","Rspo2","R-spondin 2","Wnt7b","Wnt family member 7B",NA,"Q6UXX9","P56706",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6691",FALSE,"Sfrp5_Wnt7b","Sfrp5","secreted frizzled related protein 5","Wnt7b","Wnt family member 7B",NA,"Q5T4F7","P56706",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6692",FALSE,"Sfrp2_Wnt7b","Sfrp2","secreted frizzled related protein 2","Wnt7b","Wnt family member 7B",NA,"Q96HF1","P56706",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6693",FALSE,"Dkk1_Wnt7b","Dkk1","dickkopf WNT signaling pathway inhibitor 1","Wnt7b","Wnt family member 7B",NA,"O94907","P56706",1,0,1,1,0,1,"ACSN;CellChatDB-cofactors","ACSN:11448771;ACSN:17804805;ACSN:22807036",3,3,2,"LR"
"6694",FALSE,"Sostdc1_Wnt7b","Sostdc1","sclerostin domain containing 1","Wnt7b","Wnt family member 7B",NA,"Q6X4U4","P56706",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6695",FALSE,"Notum_Wnt7b","Notum","notum, palmitoleoyl-protein carboxylesterase","Wnt7b","Wnt family member 7B",NA,"Q6P988","P56706",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6696",FALSE,"Serpinf1_Wnt7b","Serpinf1","serpin family F member 1","Wnt7b","Wnt family member 7B",NA,"P36955","P56706",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6697",FALSE,"Sfrp4_Wnt7b","Sfrp4","secreted frizzled related protein 4","Wnt7b","Wnt family member 7B",NA,"Q6FHJ7","P56706",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6698",FALSE,"Dkk2_Wnt7b","Dkk2","dickkopf WNT signaling pathway inhibitor 2","Wnt7b","Wnt family member 7B",NA,"Q9UBU2","P56706",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6699",FALSE,"Dkk4_Wnt7b","Dkk4","dickkopf WNT signaling pathway inhibitor 4","Wnt7b","Wnt family member 7B",NA,"Q9UBT3","P56706",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6700",FALSE,"Wif1_Wnt7b","Wif1","WNT inhibitory factor 1","Wnt7b","Wnt family member 7B",NA,"Q9Y5W5","P56706",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6701",FALSE,"Frzb_Wnt7b","Frzb","frizzled related protein","Wnt7b","Wnt family member 7B",NA,"Q92765","P56706",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6702",FALSE,"Draxin_Wnt7b","Draxin","dorsal inhibitory axon guidance protein","Wnt7b","Wnt family member 7B",NA,"Q8NBI3","P56706",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6703",FALSE,"Sost_Wnt7b","Sost","sclerostin","Wnt7b","Wnt family member 7B",NA,"Q9BQB4","P56706",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6704",FALSE,"Igfbp4_Wnt7b","Igfbp4","insulin like growth factor binding protein 4","Wnt7b","Wnt family member 7B",NA,"P22692","P56706",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6705",FALSE,"Cer1_Wnt7b","Cer1","cerberus 1, DAN family BMP antagonist","Wnt7b","Wnt family member 7B",NA,"O95813","P56706",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6706",FALSE,"Rspo3_Wnt8a","Rspo3","R-spondin 3","Wnt8a","Wnt family member 8A",NA,"Q9BXY4","Q9H1J5",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6707",FALSE,"Rspo1_Wnt8a","Rspo1","R-spondin 1","Wnt8a","Wnt family member 8A",NA,"Q2MKA7","Q9H1J5",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6708",FALSE,"Rspo4_Wnt8a","Rspo4","R-spondin 4","Wnt8a","Wnt family member 8A",NA,"Q2I0M5","Q9H1J5",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6709",FALSE,"Rspo2_Wnt8a","Rspo2","R-spondin 2","Wnt8a","Wnt family member 8A",NA,"Q6UXX9","Q9H1J5",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6710",FALSE,"Sfrp5_Wnt8a","Sfrp5","secreted frizzled related protein 5","Wnt8a","Wnt family member 8A",NA,"Q5T4F7","Q9H1J5",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6711",FALSE,"Sfrp2_Wnt8a","Sfrp2","secreted frizzled related protein 2","Wnt8a","Wnt family member 8A",NA,"Q96HF1","Q9H1J5",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6712",FALSE,"Dkk1_Wnt8a","Dkk1","dickkopf WNT signaling pathway inhibitor 1","Wnt8a","Wnt family member 8A",NA,"O94907","Q9H1J5",1,0,1,1,0,1,"ACSN;CellChatDB-cofactors","ACSN:11448771;ACSN:17804805;ACSN:22807036",3,3,2,"LR"
"6713",FALSE,"Sostdc1_Wnt8a","Sostdc1","sclerostin domain containing 1","Wnt8a","Wnt family member 8A",NA,"Q6X4U4","Q9H1J5",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6714",FALSE,"Notum_Wnt8a","Notum","notum, palmitoleoyl-protein carboxylesterase","Wnt8a","Wnt family member 8A",NA,"Q6P988","Q9H1J5",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6715",FALSE,"Serpinf1_Wnt8a","Serpinf1","serpin family F member 1","Wnt8a","Wnt family member 8A",NA,"P36955","Q9H1J5",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6716",FALSE,"Sfrp4_Wnt8a","Sfrp4","secreted frizzled related protein 4","Wnt8a","Wnt family member 8A",NA,"Q6FHJ7","Q9H1J5",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6717",FALSE,"Dkk2_Wnt8a","Dkk2","dickkopf WNT signaling pathway inhibitor 2","Wnt8a","Wnt family member 8A",NA,"Q9UBU2","Q9H1J5",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6718",FALSE,"Dkk4_Wnt8a","Dkk4","dickkopf WNT signaling pathway inhibitor 4","Wnt8a","Wnt family member 8A",NA,"Q9UBT3","Q9H1J5",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6719",FALSE,"Draxin_Wnt8a","Draxin","dorsal inhibitory axon guidance protein","Wnt8a","Wnt family member 8A",NA,"Q8NBI3","Q9H1J5",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6720",FALSE,"Sost_Wnt8a","Sost","sclerostin","Wnt8a","Wnt family member 8A",NA,"Q9BQB4","Q9H1J5",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6721",FALSE,"Igfbp4_Wnt8a","Igfbp4","insulin like growth factor binding protein 4","Wnt8a","Wnt family member 8A",NA,"P22692","Q9H1J5",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6722",FALSE,"Cer1_Wnt8a","Cer1","cerberus 1, DAN family BMP antagonist","Wnt8a","Wnt family member 8A",NA,"O95813","Q9H1J5",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6723",FALSE,"Rspo3_Wnt8b","Rspo3","R-spondin 3","Wnt8b","Wnt family member 8B",NA,"Q9BXY4","Q93098",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6724",FALSE,"Rspo1_Wnt8b","Rspo1","R-spondin 1","Wnt8b","Wnt family member 8B",NA,"Q2MKA7","Q93098",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6725",FALSE,"Rspo4_Wnt8b","Rspo4","R-spondin 4","Wnt8b","Wnt family member 8B",NA,"Q2I0M5","Q93098",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6726",FALSE,"Rspo2_Wnt8b","Rspo2","R-spondin 2","Wnt8b","Wnt family member 8B",NA,"Q6UXX9","Q93098",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6727",FALSE,"Sfrp5_Wnt8b","Sfrp5","secreted frizzled related protein 5","Wnt8b","Wnt family member 8B",NA,"Q5T4F7","Q93098",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6728",FALSE,"Sfrp2_Wnt8b","Sfrp2","secreted frizzled related protein 2","Wnt8b","Wnt family member 8B",NA,"Q96HF1","Q93098",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6729",FALSE,"Dkk1_Wnt8b","Dkk1","dickkopf WNT signaling pathway inhibitor 1","Wnt8b","Wnt family member 8B",NA,"O94907","Q93098",1,0,1,1,0,1,"ACSN;CellChatDB-cofactors","ACSN:11448771;ACSN:17804805;ACSN:22807036",3,3,2,"LR"
"6730",FALSE,"Sostdc1_Wnt8b","Sostdc1","sclerostin domain containing 1","Wnt8b","Wnt family member 8B",NA,"Q6X4U4","Q93098",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6731",FALSE,"Notum_Wnt8b","Notum","notum, palmitoleoyl-protein carboxylesterase","Wnt8b","Wnt family member 8B",NA,"Q6P988","Q93098",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6732",FALSE,"Serpinf1_Wnt8b","Serpinf1","serpin family F member 1","Wnt8b","Wnt family member 8B",NA,"P36955","Q93098",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6733",FALSE,"Sfrp4_Wnt8b","Sfrp4","secreted frizzled related protein 4","Wnt8b","Wnt family member 8B",NA,"Q6FHJ7","Q93098",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6734",FALSE,"Dkk2_Wnt8b","Dkk2","dickkopf WNT signaling pathway inhibitor 2","Wnt8b","Wnt family member 8B",NA,"Q9UBU2","Q93098",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6735",FALSE,"Dkk4_Wnt8b","Dkk4","dickkopf WNT signaling pathway inhibitor 4","Wnt8b","Wnt family member 8B",NA,"Q9UBT3","Q93098",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6736",FALSE,"Wif1_Wnt8b","Wif1","WNT inhibitory factor 1","Wnt8b","Wnt family member 8B",NA,"Q9Y5W5","Q93098",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6737",FALSE,"Frzb_Wnt8b","Frzb","frizzled related protein","Wnt8b","Wnt family member 8B",NA,"Q92765","Q93098",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6738",FALSE,"Draxin_Wnt8b","Draxin","dorsal inhibitory axon guidance protein","Wnt8b","Wnt family member 8B",NA,"Q8NBI3","Q93098",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6739",FALSE,"Sost_Wnt8b","Sost","sclerostin","Wnt8b","Wnt family member 8B",NA,"Q9BQB4","Q93098",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6740",FALSE,"Igfbp4_Wnt8b","Igfbp4","insulin like growth factor binding protein 4","Wnt8b","Wnt family member 8B",NA,"P22692","Q93098",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6741",FALSE,"Cer1_Wnt8b","Cer1","cerberus 1, DAN family BMP antagonist","Wnt8b","Wnt family member 8B",NA,"O95813","Q93098",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6742",FALSE,"Rspo3_Wnt9a","Rspo3","R-spondin 3","Wnt9a","Wnt family member 9A",NA,"Q9BXY4","O14904",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6743",FALSE,"Rspo1_Wnt9a","Rspo1","R-spondin 1","Wnt9a","Wnt family member 9A",NA,"Q2MKA7","O14904",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6744",FALSE,"Rspo4_Wnt9a","Rspo4","R-spondin 4","Wnt9a","Wnt family member 9A",NA,"Q2I0M5","O14904",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6745",FALSE,"Rspo2_Wnt9a","Rspo2","R-spondin 2","Wnt9a","Wnt family member 9A",NA,"Q6UXX9","O14904",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6746",FALSE,"Sfrp5_Wnt9a","Sfrp5","secreted frizzled related protein 5","Wnt9a","Wnt family member 9A",NA,"Q5T4F7","O14904",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6747",FALSE,"Sfrp2_Wnt9a","Sfrp2","secreted frizzled related protein 2","Wnt9a","Wnt family member 9A",NA,"Q96HF1","O14904",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6748",FALSE,"Dkk1_Wnt9a","Dkk1","dickkopf WNT signaling pathway inhibitor 1","Wnt9a","Wnt family member 9A",NA,"O94907","O14904",1,0,1,1,0,1,"ACSN;CellChatDB-cofactors","ACSN:11448771;ACSN:17804805;ACSN:22807036",3,3,2,"LR"
"6749",FALSE,"Sostdc1_Wnt9a","Sostdc1","sclerostin domain containing 1","Wnt9a","Wnt family member 9A",NA,"Q6X4U4","O14904",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6750",FALSE,"Notum_Wnt9a","Notum","notum, palmitoleoyl-protein carboxylesterase","Wnt9a","Wnt family member 9A",NA,"Q6P988","O14904",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6751",FALSE,"Serpinf1_Wnt9a","Serpinf1","serpin family F member 1","Wnt9a","Wnt family member 9A",NA,"P36955","O14904",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6752",FALSE,"Sfrp4_Wnt9a","Sfrp4","secreted frizzled related protein 4","Wnt9a","Wnt family member 9A",NA,"Q6FHJ7","O14904",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
