gene_symbol	gene_symbol	inDB	isLigand	isReceptor	sum_pseudobulkCellType_expr	sum_pseudobulkCellType_expr_threshold	sum_pseudobulkCellType_expr_filter	highly_variable	means	dispersions	dispersions_norm
RP11-110G21.1	RP11-110G21.1	False	False	False	7.62543818602082	3	True	False	0.011303564918312869	-4.99632647719898	-1.3513552
RP11-110G21.2	RP11-110G21.2	False	False	False	3.36828993469168	3	True	False	0.0035887317062945566	-5.265889448389821	-1.5592285
RP11-1114A5.4	RP11-1114A5.4	False	False	False	6.37270157776181	3	True	False	0.009911457434014151	-5.092266976516032	-1.4253396
RP11-111F5.4	RP11-111F5.4	False	False	False	5.79677252870048	3	True	False	0.005321698538168479	-4.498497839560346	-0.96745485
RP11-111M22.2	RP11-111M22.2	False	False	False	4.90185812950291	3	True	False	0.005043668183828287	-5.023217215387296	-1.3720919
RP11-111M22.3	RP11-111M22.3	False	False	False	25.8687192881897	3	True	False	0.028112072476349836	-3.1222118390679126	0.093867496
RP11-112H10.4	RP11-112H10.4	False	False	False	3.39609202073116	3	True	False	0.0004881882759010442	-2.9297941898343987	0.24225028
RP11-1143G9.4	RP11-1143G9.4	False	False	False	98.1865731053242	3	True	True	0.06339726157569672	-1.5389295339234275	1.3148149
RP11-1149O23.3	RP11-1149O23.3	False	False	False	5.4170002138653	3	True	False	0.010184578326878089	-4.318196180354003	-0.8284153
RP11-115C21.2	RP11-115C21.2	False	False	False	14.4515831043018	3	True	False	0.02008928334211478	-4.670575597466744	-1.1001525
RP11-115H15.2	RP11-115H15.2	False	False	False	3.84379756086557	3	True	False	0.0032482819521615484	-5.040665740654344	-1.3855474
RP11-119B16.2	RP11-119B16.2	False	False	False	8.40979701456184	3	True	False	0.007481853817009092	-4.833837939172695	-1.2260522
RP11-119D9.1	RP11-119D9.1	False	False	False	7.16079930521749	3	True	True	0.014039276224824551	-2.5376816783086387	0.54462767
RP11-119F19.2	RP11-119F19.2	False	False	False	13.9406791710643	3	True	False	0.019850594929160612	-5.538170231197936	-1.7691977
RP11-11N9.4	RP11-11N9.4	False	False	False	8.58880310017962	3	True	False	0.007132427520547867	-2.7223088282066032	0.40225253
RP11-122A3.2	RP11-122A3.2	False	False	False	3.46452357743912	3	True	False	0.0030866577205009753	-5.017859370444245	-1.3679602
RP11-126K1.2	RP11-126K1.2	False	False	False	3.70182006977944	3	True	False	0.002429332388803215	-5.238719360332498	-1.5382763
RP11-126K1.6	RP11-126K1.6	False	False	False	7.84606836096316	3	True	False	0.0061112797289653705	-3.6665293021725174	-0.32588267
RP11-127B20.3	RP11-127B20.3	False	False	False	9.05602019143469	3	True	False	0.008021892847684784	-5.659500052620625	-1.8627611
RP11-131L23.1	RP11-131L23.1	False	False	False	11.3060442967594	3	True	False	0.015324740252920271	-3.9282976897624495	-0.52774525
RP11-134G8.7	RP11-134G8.7	False	False	False	3.20060643984196	3	True	False	0.0037303155062972486	-5.573648613448117	-1.7965568
RP11-134P9.3	RP11-134P9.3	False	False	False	6.51356944448401	3	True	False	0.010965457788077084	-4.646582377122517	-1.0816501
RP11-137H2.6	RP11-137H2.6	False	False	False	4.19571875862407	3	True	False	0.006041944213121784	-4.910112000917164	-1.2848709
RP11-137L10.6	RP11-137L10.6	False	False	False	10.9389186228115	3	True	False	0.004691277710178242	-4.545323712836922	-1.0035646
RP11-138A9.1	RP11-138A9.1	False	False	False	62.5915225702236	3	True	False	0.06756256388894019	-3.043930588882079	0.15423405
RP11-138A9.2	RP11-138A9.2	False	False	False	43.1211066377243	3	True	False	0.04648349108667656	-3.314253581566881	-0.054225408
RP11-138I1.4	RP11-138I1.4	False	False	False	9.47888438559868	3	True	False	0.011232249629657642	-5.19313713297831	-1.5031255
RP11-1391J7.1	RP11-1391J7.1	False	False	False	8.80007067861841	3	True	False	0.011416146355635572	-4.70714716895494	-1.1283547
RP11-1398P2.1	RP11-1398P2.1	False	False	False	14.4806658448319	3	True	False	0.004840863699045746	-3.506365829708796	-0.20237269
RP11-1399P15.1	RP11-1399P15.1	False	False	False	10.9114475204178	3	True	False	0.013485978761732523	-3.029978664947273	0.16499306
RP11-139H15.1	RP11-139H15.1	False	False	False	52.3230227708802	3	True	False	0.06822809478554684	-4.449244863114766	-0.9294734
RP11-1407O15.2	RP11-1407O15.2	False	False	False	7.63433147769663	3	True	False	0.012628653639737546	-4.931286268914579	-1.3011994
RP11-140K17.3	RP11-140K17.3	False	False	False	27.3286895022874	3	True	False	0.028864622435356545	-4.691992817495596	-1.1166683
RP11-141B14.1	RP11-141B14.1	False	False	False	3.45532537649983	3	True	False	0.006524540243987219	-4.6236636751197535	-1.0639764
RP11-143J12.2	RP11-143J12.2	False	False	False	9.44234477494379	3	True	False	0.013858381368667804	-5.28180449597299	-1.5715014
RP11-145M9.4	RP11-145M9.4	False	False	False	11.9126061232202	3	True	False	0.010348416900993498	-2.355484916668862	0.6851286
RP11-146F11.1	RP11-146F11.1	False	False	False	4.08467704611841	3	True	False	0.003975274523374127	-5.081685663442157	-1.4171798
RP11-14N7.2	RP11-14N7.2	False	False	False	85.4143031491388	3	True	True	0.08365228152423086	-1.7138265227101208	1.1799432
RP11-151N17.1	RP11-151N17.1	False	False	False	3.29245639536508	3	True	False	0.0018293906248351408	-4.438629986115907	-0.9212878
RP11-152N13.5	RP11-152N13.5	False	False	False	5.63232969654159	3	True	False	0.012292182409694952	-5.446676169979527	-1.6986421
RP11-156E6.1	RP11-156E6.1	False	False	False	4.62488289359743	3	True	False	0.0093113803072336	-4.138437665456506	-0.6897946
RP11-159D12.2	RP11-159D12.2	False	False	False	4.78156070195481	3	True	False	0.004602206719087565	-3.7966529178875335	-0.42622745
RP11-159G9.5	RP11-159G9.5	False	False	False	3.30468526405045	3	True	False	0.003156423776100937	-5.369320418695382	-1.6389892
RP11-15H20.6	RP11-15H20.6	False	False	False	7.4925899898682	3	True	False	0.019421760494329435	-5.763674577853988	-1.9430953
RP11-160O5.1	RP11-160O5.1	False	False	False	17.2687773932867	3	True	True	0.028153494139623803	-2.2148880226004577	0.79354984
RP11-166B2.3	RP11-166B2.3	False	False	False	6.77163006217527	3	True	False	0.011889878871783912	-5.026635365863436	-1.3747278
RP11-166O4.6	RP11-166O4.6	False	False	False	5.37570973370547	3	True	False	0.005737842291742838	-4.449589673523685	-0.9297393
RP11-166P13.3	RP11-166P13.3	False	False	False	7.98760652944065	3	True	False	0.016396928697278074	-4.906703364207965	-1.2822423
RP11-166P13.4	RP11-166P13.4	False	False	False	7.77838675468713	3	True	False	0.01649172059771205	-3.856604787602963	-0.4724593
RP11-169K16.9	RP11-169K16.9	False	False	False	31.6961290075939	3	True	False	0.030604652182863835	-4.136326920976786	-0.6881669
RP11-16E12.1	RP11-16E12.1	False	False	False	4.70726448105702	3	True	False	0.00572922103499912	-6.08763471517192	-2.192917
RP11-16E12.2	RP11-16E12.2	False	False	False	22.2908563633705	3	True	True	0.03145281240637214	-2.4941099209349114	0.578228
RP11-16E23.3	RP11-16E23.3	False	False	False	7.63036206001698	3	True	False	0.0069363601586729115	-4.164113739321289	-0.70959467
RP11-174G6.5	RP11-174G6.5	False	False	False	12.498116801296	3	True	False	0.02089860681115539	-3.9576407447769815	-0.55037314
RP11-175O19.4	RP11-175O19.4	False	False	False	5.9300998404143	3	True	False	0.012141559048735479	-4.676262381884466	-1.1045378
RP11-178G16.4	RP11-178G16.4	False	False	False	3.16372151037887	3	True	False	0.008090344964579641	-5.735827856262635	-1.9216213
RP11-178L8.7	RP11-178L8.7	False	False	False	3.84765062993652	3	True	False	0.0038841785525611044	-4.901829285269553	-1.2784837
RP11-179B2.2	RP11-179B2.2	False	False	False	3.62452942175091	3	True	False	0.004353251050235981	-5.2500600804797015	-1.5470217
RP11-182L21.5	RP11-182L21.5	False	False	False	13.3883076499875	3	True	False	0.01786406416829321	-4.022364298868311	-0.6002847
RP11-182L21.6	RP11-182L21.6	False	False	False	17.2199624703392	3	True	False	0.017896943691236074	-3.806320189320877	-0.43368235
RP11-187E13.1	RP11-187E13.1	False	False	False	3.62827017316726	3	True	False	0.008824808609370448	-3.8886132806503184	-0.49714264
RP11-18H21.1	RP11-18H21.1	False	False	False	3.2991779595565	3	True	False	0.0016200227446520363	-3.508427491352362	-0.20396253
RP11-18I14.10	RP11-18I14.10	False	False	False	14.5811028721487	3	True	False	0.018578706690140556	-3.3619974488623137	-0.09104307
RP11-192H23.6	RP11-192H23.6	False	False	False	6.002179920856	3	True	False	0.012068608383493742	-4.658685938166375	-1.0909839
RP11-204M4.2	RP11-204M4.2	False	False	False	11.2607812020238	3	True	False	0.017477285637165902	-4.570712656877777	-1.0231433
RP11-206L10.11	RP11-206L10.11	False	False	False	19.7042006007123	3	True	False	0.019434950479079827	-4.85221555632265	-1.2402241
RP11-20I23.13	RP11-20I23.13	False	False	False	3.45295971433804	3	True	False	0.0071278294737043965	-5.160730941881241	-1.4781356
RP11-212P7.2	RP11-212P7.2	False	False	False	13.4111459083299	3	True	False	0.009569216995857468	-4.347797943995057	-0.85124266
RP11-214O1.3	RP11-214O1.3	False	False	False	5.19924977992917	3	True	False	0.006106627804203815	-3.8316632762743157	-0.45322567
RP11-215P8.3	RP11-215P8.3	False	False	False	4.95965267529083	3	True	False	0.00567706213065282	-5.09363354910762	-1.4263935
RP11-216L13.19	RP11-216L13.19	False	False	False	7.95643629736945	3	True	False	0.007935005678941799	-4.1576220006971445	-0.7045886
RP11-218M22.1	RP11-218M22.1	False	False	False	5.98495871843348	3	True	False	0.004421944565029074	-4.904747658106191	-1.2807342
RP11-220I1.1	RP11-220I1.1	False	False	False	53.7658405428098	3	True	False	0.06725650566782343	-3.854018120381419	-0.4704646
RP11-22C11.2	RP11-22C11.2	False	False	False	6.34698970985871	3	True	False	0.01251402336414279	-4.001345178404938	-0.5840758
RP11-22N19.2	RP11-22N19.2	False	False	False	7.51897864763275	3	True	False	0.004719259247727537	-4.909378397862817	-1.2843052
RP11-22P6.2	RP11-22P6.2	False	False	False	5.40120293618858	3	True	False	0.00832554840001642	-5.771802326425324	-1.949363
RP11-22P6.3	RP11-22P6.3	False	False	False	3.37076511924196	3	True	False	0.0032856577940242305	-3.8477167339611773	-0.4656053
RP11-234B24.2	RP11-234B24.2	False	False	False	22.6418706180151	3	True	True	0.019494761945865875	-1.9885714058461144	0.9680738
RP11-23P13.7	RP11-23P13.7	False	False	False	4.71519769443124	3	True	False	0.004286657687446082	-4.243315672179061	-0.7706712
RP11-242C19.2	RP11-242C19.2	False	False	False	3.83488528512209	3	True	False	-7.827745513210403e-05		0.0
RP11-248G5.8	RP11-248G5.8	False	False	False	3.23874773693321	3	True	False	0.002688032887611667	-5.08708367822917	-1.4213425
RP11-251M1.1	RP11-251M1.1	False	False	False	3.221523365317	3	True	False	0.00035316722526125777	-2.2075443958356953	0.7992129
RP11-252A24.7	RP11-252A24.7	False	False	False	20.3932288553206	3	True	False	0.023451294812931397	-3.68684594509802	-0.34154984
RP11-254F7.2	RP11-254F7.2	False	False	False	7.52653856966272	3	True	False	0.010919531748453623	-5.312626320556458	-1.5952697
RP11-258C19.7	RP11-258C19.7	False	False	False	4.80457563019281	3	True	False	0.007220494866753345	-4.1377262191859225	-0.68924594
RP11-25K19.1	RP11-25K19.1	False	False	False	20.856396352517	3	True	False	0.018934918141004956	-4.258381687673844	-0.7822894
RP11-262H14.3	RP11-262H14.3	False	False	False	6.40747118211775	3	True	False	0.011057580526850056	-4.021562688801453	-0.5996665
RP11-262H14.4	RP11-262H14.4	False	False	False	15.0838313694347	3	True	False	0.02306469398155391	-4.069300336720865	-0.6364794
RP11-277L2.3	RP11-277L2.3	False	False	False	14.8786827278844	3	True	False	0.014656730917335171	-5.004295710560815	-1.3575007
RP11-277L2.4	RP11-277L2.4	False	False	False	11.0713013439801	3	True	False	0.01428628939275199	-3.5615161812195755	-0.24490185
RP11-277P12.20	RP11-277P12.20	False	False	False	4.11471283992257	3	True	False	0.00489975691397098	-3.230322140124785	0.010498286
RP11-279F6.1	RP11-279F6.1	False	False	False	3.6473679889442	3	True	False	0.004811040271086005	-3.1549284279019125	0.068638116
RP11-279F6.3	RP11-279F6.3	False	False	False	3.71721398572555	3	True	False	0.004341657945418573	-4.1721462174869925	-0.7157889
RP11-279O9.4	RP11-279O9.4	False	False	False	5.98830181729591	3	True	False	0.01639459777162867	-3.3333450815892913	-0.06894781
RP11-283I3.6	RP11-283I3.6	False	False	False	3.33868973437035	3	True	False	0.0014312882790683214	-4.638755216290837	-1.0756142
RP11-284F21.10	RP11-284F21.10	False	False	False	3.76140189766662	3	True	False	0.008785823961090958	-3.0628586931605715	0.13963765
RP11-284N8.3	RP11-284N8.3	False	False	False	4.94098139877722	3	True	False	0.014706311881071153	-3.6952726506241147	-0.3480481
RP11-285F7.2	RP11-285F7.2	False	False	False	7.4165573856659	3	True	False	0.01303711331510249	-4.229234164486199	-0.7598123
RP11-290F20.3	RP11-290F20.3	False	False	False	12.3040466618962	3	True	False	0.004424493318020413	-2.794768807047476	0.34637505
RP11-290F5.1	RP11-290F5.1	False	False	False	34.9790876593218	3	True	True	0.13292829344729445	-0.9796108382142225	1.7461333
RP11-290F5.2	RP11-290F5.2	False	False	False	3.38923153869131	3	True	False	0.007965755229541061	-4.46994102399848	-0.94543326
RP11-293M10.5	RP11-293M10.5	False	False	False	3.75760247128049	3	True	False	0.007010039260824262	-4.635241010667659	-1.0729042
RP11-294J22.6	RP11-294J22.6	False	False	False	11.5616938994203	3	True	False	0.0200816485937594	-4.847163152573877	-1.2363279
RP11-294O2.2	RP11-294O2.2	False	False	False	38.5677815234746	3	True	True	0.07555088508395288	-1.5673944254958112	1.2928642
RP11-295G20.2	RP11-295G20.2	False	False	False	30.1840850125373	3	True	True	0.03801131406573228	-2.5308978622956575	0.549859
RP11-295P9.3	RP11-295P9.3	False	False	False	4.34260331068369	3	True	False	0.008048347758693526	-5.00862371160107	-1.3608382
RP11-296O14.3	RP11-296O14.3	False	False	False	8.5354668064182	3	True	False	0.011585763225713995	-4.846847719238595	-1.2360847
RP11-297D21.4	RP11-297D21.4	False	False	False	5.05369286385108	3	True	False	0.0060550265695516565	-5.309203709114749	-1.5926303
RP11-297L17.2	RP11-297L17.2	False	False	False	3.53160908938693	3	True	False	0.012078151679588183	-2.881235995354658	0.2796959
RP11-297N6.4	RP11-297N6.4	False	False	False	3.59069283502915	3	True	False	0.005607132508083754	-5.3681647447392	-1.6380981
RP11-298J20.3	RP11-298J20.3	False	False	False	4.00257744628098	3	True	False	0.0038480730031314283	-4.187799715917444	-0.7278601
RP11-299J3.8	RP11-299J3.8	False	False	False	3.94528277743679	3	True	False	0.00793436888986618	-6.181380459359914	-2.265209
RP11-29G8.3	RP11-29G8.3	False	False	False	3.44917059690176	3	True	False	0.00682388052038009	-4.15122237026795	-0.6996535
RP11-301O19.1	RP11-301O19.1	False	False	False	4.37255400102118	3	True	False	0.0059364707945247334	-5.44169711119059	-1.6948025
RP11-302B13.5	RP11-302B13.5	False	False	False	8.62167736051695	3	True	False	0.012231066965446761	-5.02967622341283	-1.3770728
RP11-304L19.1	RP11-304L19.1	False	False	False	7.24006663498695	3	True	False	0.0059202504534470535	-3.546035123142752	-0.23296364
RP11-304L19.5	RP11-304L19.5	False	False	False	51.2382899777816	3	True	False	0.05924529485235813	-2.7985223315587784	0.34348053
RP11-305L7.6	RP11-305L7.6	False	False	False	3.64265949520421	3	True	False	0.00037715466234223346	-2.2134458680777347	0.79466194
RP11-30P6.6	RP11-30P6.6	False	False	False	3.68010441273978	3	True	False	0.005300376034211296	-3.058705316405482	0.14284052
RP11-317J10.2	RP11-317J10.2	False	False	False	3.84498474243114	3	True	False	0.002624371885336151	-4.073243358410473	-0.63952005
RP11-31F15.1	RP11-31F15.1	False	False	False	5.21542319581223	3	True	False	0.008499868826545484	-5.532104329572654	-1.76452
RP11-31F19.1	RP11-31F19.1	False	False	False	6.3162285502646	3	True	False	0.013649277047028844	-4.028181340455198	-0.6047705
RP11-325F22.2	RP11-325F22.2	False	False	False	5.01529928727902	3	True	False	0.006477420514069501	-4.507271123517189	-0.97422034
RP11-326F20.5	RP11-326F20.5	False	False	False	7.14402400312795	3	True	False	0.0139525385326341	-3.3695467719113625	-0.09686472
RP11-326I11.3	RP11-326I11.3	False	False	False	14.1671303359541	3	True	False	0.008026639547380771	-4.51757092403485	-0.982163
RP11-326K13.4	RP11-326K13.4	False	False	False	3.52459838073743	3	True	False	0.0036239654952090485	-5.645211347484734	-1.8517424
RP11-327P2.5	RP11-327P2.5	False	False	False	3.96042743585195	3	True	False	0.004373273831205362	-5.652454560234913	-1.857328
RP11-328M4.2	RP11-328M4.2	False	False	False	4.93818509194762	3	True	False	0.012577522922468961	-3.388255950770845	-0.1112923
RP11-332H14.2	RP11-332H14.2	False	False	False	16.7169232156576	3	True	False	0.028293692558214817	-4.995926657090908	-1.3510468
RP11-332H18.4	RP11-332H18.4	False	False	False	6.62290032904182	3	True	False	-0.0005668217410575833		0.0
RP11-343N15.5	RP11-343N15.5	False	False	False	17.0982437395629	3	True	False	0.010516196673246735	-3.388495706689954	-0.11147719
RP11-345J4.5	RP11-345J4.5	False	False	False	102.751270862303	3	True	True	0.11790030429562627	-2.5575276856462925	0.5293234
RP11-345P4.9	RP11-345P4.9	False	False	False	9.36916856482845	3	True	False	0.006840334823589242	-4.188175190171305	-0.72814965
RP11-347P5.1	RP11-347P5.1	False	False	False	72.0751414865232	3	True	True	0.08198593397765173	-2.3101950472268746	0.72005385
RP11-349A22.5	RP11-349A22.5	False	False	False	96.7745745639872	3	True	False	0.11637968676533128	-3.593607228038307	-0.26964885
RP11-349K16.1	RP11-349K16.1	False	False	False	5.39893458658275	3	True	False	0.011586125070769025	-2.184600125855271	0.81690633
RP11-350F4.2	RP11-350F4.2	False	False	False	5.15397921032986	3	True	False	0.01015416035298377	-4.050751977477325	-0.6221758
RP11-350N15.5	RP11-350N15.5	False	False	False	7.83304989056239	3	True	False	0.008892958133442165	-4.185352456609656	-0.7259729
RP11-353N4.1	RP11-353N4.1	False	False	False	6.90896463611537	3	True	False	0.0014014620826094425	-3.604783087562341	-0.27826712
RP11-354E11.2	RP11-354E11.2	False	False	False	36.1864845696137	3	True	False	0.006287389023695946	-0.584547078450867	2.0507865
RP11-355B11.2	RP11-355B11.2	False	False	False	4.51666787739245	3	True	False	0.008068050993978072	-4.9287568390089875	-1.2992488
RP11-356I2.4	RP11-356I2.4	False	False	False	13.457281724023	3	True	False	0.013578056451928637	-4.789932273225225	-1.1921943
RP11-356J5.12	RP11-356J5.12	False	False	False	21.2700853230705	3	True	False	0.012864653308389875	-2.681136394411604	0.43400264
RP11-356M20.3	RP11-356M20.3	False	False	False	9.0878530590979	3	True	False	0.010457831589818972	-3.3154348902476367	-0.05513637
RP11-357C3.3	RP11-357C3.3	False	False	False	12.2267603555326	3	True	False	0.006108704394381902	-4.024065287496316	-0.60159636
RP11-357H14.17	RP11-357H14.17	False	False	False	101.001331033954	3	True	True	0.16062937629446433	-0.5188117118255123	2.1014783
RP11-359K18.4	RP11-359K18.4	False	False	False	3.44313375915017	3	True	False	0.00626139538417252	-5.569287818616282	-1.793194
RP11-35G9.3	RP11-35G9.3	False	False	False	11.9300168586972	3	True	False	0.008700315736784566	-3.803675292480937	-0.43164274
RP11-35P15.1	RP11-35P15.1	False	False	False	5.89098364311622	3	True	True	0.016069985570597942	-2.1338860634728873	0.8560145
RP11-361F15.2	RP11-361F15.2	False	False	False	4.60570589390913	3	True	False	0.011791977602546988	-4.132150286074212	-0.68494606
RP11-363E7.4	RP11-363E7.4	False	False	False	5.92144463176393	3	True	False	0.006243751966314099	-3.936715049476955	-0.5342363
RP11-365O16.3	RP11-365O16.3	False	False	False	6.99642233345055	3	True	False	0.005560599925913066	-2.733966944550293	0.39326236
RP11-367G6.3	RP11-367G6.3	False	False	False	4.9809993713171	3	True	False	0.0036234064528218655	-3.9604007945462745	-0.55250156
RP11-367J11.3	RP11-367J11.3	False	False	False	3.1881700054511	3	True	False	0.00228693782547677	-5.419135004932135	-1.6774038
RP11-373D23.2	RP11-373D23.2	False	False	False	22.9946770718339	3	True	False	0.021820324968592965	-3.7466851381361312	-0.3876948
RP11-373D23.3	RP11-373D23.3	False	False	False	7.74667354670447	3	True	False	0.011292604998671404	-4.437913342325868	-0.9207351
RP11-379B18.5	RP11-379B18.5	False	False	False	4.69702630858473	3	True	False	0.0047142253872433605	-4.5595754147877745	-1.0145547
RP11-379H18.1	RP11-379H18.1	False	False	False	6.55624530751779	3	True	False	0.00852708909202769	-5.823279757419688	-1.9890598
RP11-379K17.12	RP11-379K17.12	False	False	False	3.02901752958343	3	True	False	0.0061890520208445965	-5.481935753157188	-1.7258326
RP11-37B2.1	RP11-37B2.1	False	False	False	5.51911637607548	3	True	False	0.0023356911992383766	-4.4456778844805	-0.92672276
RP11-383C5.4	RP11-383C5.4	False	False	False	5.81404813882744	3	True	False	0.007028673473729446	-4.63116280191433	-1.0697594
RP11-383H13.1	RP11-383H13.1	False	False	False	5.1188921028279	3	True	False	0.005578750798955984	-3.6311612045136825	-0.29860857
RP11-383J24.6	RP11-383J24.6	False	False	False	3.88977915526675	3	True	False	0.004990972226076602	-4.530237886133673	-0.99193114
RP11-383M4.6	RP11-383M4.6	False	False	False	3.35701328799741	3	True	False	0.0011482568482585774	-4.617951518189483	-1.0595715
RP11-385D13.3	RP11-385D13.3	False	False	False	8.06630176381509	3	True	False	0.012318570886913405	-4.59220225540252	-1.0397149
RP11-385F7.1	RP11-385F7.1	False	False	False	8.82509829891419	3	True	False	0.011222726941536846	-3.650804116226985	-0.3137562
RP11-386G11.10	RP11-386G11.10	False	False	False	6.67110990119622	3	True	False	0.006831616688555801	-5.30931011621224	-1.5927124
RP11-386I14.4	RP11-386I14.4	False	False	False	11.9926769526369	3	True	False	0.017029330444767652	-4.029364237468179	-0.6056827
RP11-389C8.2	RP11-389C8.2	False	False	False	3.67491899374963	3	True	False	0.005841446896419767	-3.8637660506028215	-0.4779817
RP11-38P22.2	RP11-38P22.2	False	False	False	6.1950138469071	3	True	False	0.007283886460384612	-3.6968241013784082	-0.34924448
RP11-390B4.5	RP11-390B4.5	False	False	False	3.79561015651966	3	True	False	0.011513353177491345	-6.175452979150154	-2.260638
RP11-390E23.6	RP11-390E23.6	False	False	False	17.5135403455333	3	True	False	0.012528091696056736	-2.94309358559337	0.23199445
RP11-390F4.3	RP11-390F4.3	False	False	False	10.6373278365077	3	True	False	0.02333107199014171	-3.841902756499976	-0.46112183
RP11-390P2.4	RP11-390P2.4	False	False	False	7.06834561041317	3	True	False	0.005231300174390741	-4.4888690766697135	-0.9600296
RP11-392P7.6	RP11-392P7.6	False	False	False	7.83771990766621	3	True	False	0.00811380168851208	-3.7805239709003953	-0.4137896
RP11-395A13.2	RP11-395A13.2	False	False	False	23.5619523715253	3	True	False	0.022004339385929782	-3.2209792021110117	0.017703088
RP11-395B7.2	RP11-395B7.2	False	False	False	23.5798628842037	3	True	True	0.046723999170761164	-1.440109785185659	1.3910197
RP11-395B7.4	RP11-395B7.4	False	False	False	7.23865494650088	3	True	False	0.012365332607168374	-2.5223372727174023	0.5564605
RP11-395B7.7	RP11-395B7.7	False	False	False	34.3215879575077	3	True	False	0.037196647338229895	-3.4405622926895334	-0.15162832
RP11-395G23.3	RP11-395G23.3	False	False	False	5.40002134650259	3	True	False	0.008155822583583085	-3.9987783551851495	-0.5820964
RP11-395P17.11	RP11-395P17.11	False	False	False	14.8384704717689	3	True	False	0.023736688928318574	-2.6248894360942665	0.47737744
RP11-395P17.3	RP11-395P17.3	False	False	False	7.85659284773464	3	True	False	0.010851574423569118	-3.4991571536013035	-0.19681372
RP11-398K22.12	RP11-398K22.12	False	False	False	5.51584067458841	3	True	False	0.008301307897679555	-6.065799826345985	-2.176079
RP11-400F19.6	RP11-400F19.6	False	False	False	10.2887424139731	3	True	False	0.013156341784553882	-5.309156085226491	-1.5925936
RP11-403I13.8	RP11-403I13.8	False	False	False	6.34110196326383	3	True	False	0.00540860423997647	-5.701471032330712	-1.895127
RP11-408H20.1	RP11-408H20.1	False	False	False	3.95694427770309	3	True	False	0.0013999064787234637	-3.1217999543722827	0.09418512
RP11-410L14.2	RP11-410L14.2	False	False	False	4.00046308950062	3	True	False	0.0032415474067955617	-5.715458346511937	-1.9059134
RP11-412D9.4	RP11-412D9.4	False	False	False	5.13346854187975	3	True	False	0.004684869686933438	-4.539859230021932	-0.99935067
RP11-420G6.4	RP11-420G6.4	False	False	False	3.62617026067007	3	True	False	0.0022486194927193275	-5.001331528624826	-1.3552148
RP11-420N3.2	RP11-420N3.2	False	False	False	4.3137386473233	3	True	False	0.014571130804728171	-2.8495590569204676	0.30412355
RP11-421E14.2	RP11-421E14.2	False	False	False	6.09659921388663	3	True	False	0.012318413907223337	-5.260608623936477	-1.5551562
RP11-421L21.3	RP11-421L21.3	False	False	False	12.839395532237	3	True	False	0.011390765907667024	-4.280378257635624	-0.79925203
RP11-422J8.1	RP11-422J8.1	False	False	False	6.61559431561	3	True	False	0.00931715831942674	-5.492878778882328	-1.7342713
RP11-425A6.5	RP11-425A6.5	False	False	False	3.81071403803971	3	True	False	0.0021951993610500467	-4.276996832220039	-0.79664445
RP11-425D10.10	RP11-425D10.10	False	False	False	4.59577022960498	3	True	False	0.0058127636269020575	-5.389018258302139	-1.6541792
RP11-425I13.3	RP11-425I13.3	False	False	False	4.46782912868399	3	True	False	0.004344362841695699	-5.872793726113762	-2.0272424
RP11-426C22.5	RP11-426C22.5	False	False	False	8.72500347766761	3	True	False	0.0029769211345309333	-3.32550524999272	-0.06290212
RP11-427H3.3	RP11-427H3.3	False	False	False	21.6413102975593	3	True	False	0.018139844747433225	-3.468257454330471	-0.17298542
RP11-440L14.1	RP11-440L14.1	False	False	False	4.65942087611363	3	True	False	0.007704127245894884	-4.479899960575825	-0.9531131
RP11-443B7.1	RP11-443B7.1	False	False	False	10.2451177310191	3	True	False	0.010977966684737701	-3.366391440766653	-0.0944315
RP11-446N19.1	RP11-446N19.1	False	False	False	16.8253614739319	3	True	False	0.01857127522254871	-4.195482541713379	-0.73378474
RP11-448A19.1	RP11-448A19.1	False	False	False	7.5783860650266	3	True	False	0.007075934675358647	-5.114128356385419	-1.442198
RP11-44F21.5	RP11-44F21.5	False	False	False	13.4802855917139	3	True	False	0.016921900444244117	-2.6658010650094264	0.44582847
RP11-44N11.1	RP11-44N11.1	False	False	False	10.7132220789299	3	True	False	0.009376080892518037	-4.8682213446023805	-1.2525669
RP11-44N21.1	RP11-44N21.1	False	False	False	6.68816168898412	3	True	False	0.0072833271893981795	-3.838264719246889	-0.45831636
RP11-452F19.3	RP11-452F19.3	False	False	False	17.4501859136408	3	True	False	0.021379782917513027	-4.640671563781667	-1.077092
RP11-455F5.4	RP11-455F5.4	False	False	False	3.17807154853796	3	True	False	0.005372572545930442	-4.653603370746135	-1.0870644
RP11-455F5.5	RP11-455F5.5	False	False	False	11.9513504026729	3	True	False	0.02370146110674797	-3.392849993083352	-0.114834994
RP11-462G2.1	RP11-462G2.1	False	False	False	12.0781394669301	3	True	True	0.02436840767468786	-1.679738659634326	1.20623
RP11-464F9.20	RP11-464F9.20	False	False	False	3.88516610019129	3	True	False	0.0001029085072611609	-1.8195195435714426	1.098438
RP11-465B22.8	RP11-465B22.8	False	False	False	13.4278274458629	3	True	True	0.026788054511592933	-1.9535185113660511	0.99510485
RP11-465N4.4	RP11-465N4.4	False	False	False	9.8182791940182	3	True	True	0.021803315261058748	-2.435063149964685	0.6237619
RP11-468E2.4	RP11-468E2.4	False	False	False	18.8948471840997	3	True	False	0.026602031112486085	-4.516995558361303	-0.9817193
